word,machine_translation,human_translation,machine_translation_updated
ambivalent,ambivalent,àìdánilójú,àìdánilójú
anger,ibinu,ìbínú,ìbínú
angers,ibinu,ìbínú,ìbínú
angry,binu,bínú,bínú
anguish,ibanujẹ,ìbànújẹ́,ìbànújẹ́
anguished,ibanujẹ,ibanujẹ,ibanujẹ
animosity,ikorira,ìkórìíra,ìkórìíra
annoy,binu,bínú,bínú
annoyance,ibinu,ìbínú,ìbínú
annoyed,nbaje,bínú,bínú
annoying,didanubi,dídánúbí,dídánúbí
annoys,ibanuje,bínú,bínú
antagonistic,alatako,alátakò,alátakò
anti,egboogi,egboogi,egboogi
anxiety,aibalẹ,Áìbalẹ̀,Áìbalẹ̀
anxious,aniyan,àníyàn,àníyàn
apathetic,aibikita,Áìbìkítà,Áìbìkítà
apathy,aibikita,Áìbìkítà,Áìbìkítà
apeshit,apeshit,ìyàlẹ́nu,ìyàlẹ́nu
apocalyptic,apocalyptic,ìfihàn,ìfihàn
apologise,gafara,tọrọ ìdáríjì,tọrọ ìdáríjì
apologised,toro aforiji,tọrọ ìdáríjì,tọrọ ìdáríjì
apologises,gafara,ìdáríjì,ìdáríjì
apologising,aforiji,ìdáríjì,ìdáríjì
apologize,gafara,ìdáríjì,ìdáríjì
apologized,toro aforiji,tọrọ ìdáríjì,tọrọ ìdáríjì
apologizes,gafara,ìdáríjì,ìdáríjì
apologizing,aforiji,ìdáríjì,ìdáríjì
apology,aforiji,ìdáríjì,ìdáríjì
appalled,yanilenu,yani lẹ́nu,yani lẹ́nu
appalling,ibanuje,ìbànújẹ́,ìbànújẹ́
apprehensive,ifura,ìfura,ìfura
arrest,imuni,ìmúni,ìmúni
arrested,mu,mú,mú
arrests,faṣẹ ọba mu,mú,mú
arrogant,agberaga,agbéraga,agbéraga
ashame,itiju,ìtìjú,ìtìjú
ashamed,tiju,tijú,tijú
ass,kẹtẹkẹtẹ,kẹ́tẹ́kẹ́tẹ́,kẹ́tẹ́kẹ́tẹ́
assassination,ipaniyan,ìpànìyàn,ìpànìyàn
assassinations,ipaniyan,ìpànìyàn,ìpànìyàn
assfucking,imukuro,ìmúkúrò,ìmúkúrò
asshole,Iwoomusu,Ìwọ̀ọ̀músù,Ìwọ̀ọ̀músù
attack,kolu,kọlù,kọlù
attacked,kolu,kọlù,kọlù
attacking,ikọlu,ìkọlù,ìkọlù
attacks,awọn ikọlu,àwọn ìkọlù,àwọn ìkọlù
avert,yago fun,dènà,dènà
averted,dena,dènà,dènà
averts,averts,dènà,dènà
avoid,yago fun,yàgò fún,yàgò fún
avoided,yee,yẹ̀ẹ́,yẹ̀ẹ́
avoids,yago fun,yàgò fún,yàgò fún
await,duro,dúró,dúró
awaited,duro de,dúró dè,dúró dè
awaits,nduro,Ń dúró,Ń dúró
awful,buruju,burúkú,burúkú
awkward,àìrọrùn,àìrọrùn,àìrọrùn
axe,ake,àkéé,àkéé
axed,axed,ṣá ní àkéé,ṣá ní àkéé
bad,buburu,búburú,búburú
badass,buburu,búburú,búburú
badly,buburu,búburú,búburú
bailout,igbala,ìgbàlà,ìgbàlà
bamboozle,bamboozle,bamboozle,bamboozle
bamboozled,bamboozled,bamboozled,bamboozled
bamboozles,bamboozles,bamboozles,bamboozles
ban,gbesele,gbẹ́sẹ̀lẹ́,gbẹ́sẹ̀lẹ́
banish,yọ kuro,yọ kuro,yọ kuro
bankrupt,alagbese,alagbese,alagbese
bankster,oludokoowo,olùdókòwò,olùdókòwò
banned,gbesele,gbẹ́sẹ̀lẹ́,gbẹ́sẹ̀lẹ́
barrier,idankan,ìdènà,ìdènà
bastard,Ọmọ ale,Ọmọ àlè,Ọmọ àlè
bastards,ale,àlè,àlè
battle,ogun,ogun,ogun
battles,awọn ogun,àwọn ogun,àwọn ogun
beaten,lu,lù,lù
beating,lilu,lílù,lílù
belittle,kereju,kéré jù,kéré jù
belittled,alaigbọran,aláìgbọràn,aláìgbọràn
bereave,ṣọfọ,ṣọ̀fọ̀,ṣọ̀fọ̀
bereaved,ologbe,olóògbé,olóògbé
bereaves,awọn ologbe,àwọn olóògbé,àwọn olóògbé
bereaving,ṣọfọ,ṣọ̀fọ̀,ṣọ̀fọ̀
betray,fi hàn,dalẹ̀,dalẹ̀
betrayal,Júdà,ọ̀dàlẹ̀,ọ̀dàlẹ̀
betrayed,fi hàn,dalẹ̀,dalẹ̀
betraying,jijẹ,dídalẹ̀,dídalẹ̀
betrays,àwọn ọ̀dàlẹ̀,àwọn ọ̀dàlẹ̀,àwọn ọ̀dàlẹ̀
bias,irẹjẹ,ṣègbè,ṣègbè
biased,abosi,ṣègbè,ṣègbè
bitch,bishi,ajá abo,ajá abo
bitches,awọn abo,àwọn ajá abo,àwọn ajá abo
bitter,kikorò,Korò,Korò
bitterly,kikorò,kíkorò,kíkorò
bizarre,burujai,burújáì,burújáì
blah,blah,àìnítumọ̀,àìnítumọ̀
blame,ibawi,ẹ̀bi,ẹ̀bi
blamed,jẹbi,jẹ̀bi,jẹ̀bi
blames,awọn ẹbi,àwọn ẹ̀bi,àwọn ẹ̀bi
blaming,idalẹbi,ìdálẹ́bi,ìdálẹ́bi
blind,afoju,afọ́jú,afọ́jú
block,Àkọsílẹ,Dínà,Dínà
blocked,dina,Dínà,Dínà
blocking,ìdènà,ìdènà,ìdènà
blocks,ohun amorindun,ohun ìdènà,ohun ìdènà
bloody,itajesile,ìtàjẹ̀sílẹ̀,ìtàjẹ̀sílẹ̀
blurry,blurry,àìhàn geere,àìhàn geere
boastful,iṣogo,ìṣògo,ìṣògo
bomb,bombu,àdó olóró,àdó olóró
bore,bí,bí,bí
bored,sunmi,sún mi,sún mi
boring,alaidun,aláídùn-ùn,aláídùn-ùn
bother,wahala,dààmú,dààmú
bothered,idaamu,ìdààmú,ìdààmú
bothers,bothers,bothers,bothers
bothersome,bothersome,ní ìdààmú,ní ìdààmú
boycott,boycott,sátì,sátì
boycotted,boycotted,sátì,sátì
boycotting,boycotting,sísátì,sísátì
boycotts,boycotts,sátì,sátì
brainwashing,fifọ ọpọlọ,kó igbó sí lórí,kó igbó sí lórí
bribe,àbẹ̀tẹ́lẹ̀,àbẹ̀tẹ́lẹ̀,àbẹ̀tẹ́lẹ̀
broke,fọ,fọ́,fọ́
broken,fifọ,fífọ́,fífọ́
brooding,àṣàrò,àṣàrò,àṣàrò
bullied,ipanilaya,ìpaniláyà,ìpaniláyà
bullshit,akọmalu,imí màálù,imí màálù
bully,ipanilaya,ipanilaya,ipanilaya
bullying,ipanilaya,ìpaniláyà,ìpaniláyà
bummer,idamu,ìdààmú,ìdààmú
burden,ẹrù,ẹrù,ẹrù
burdened,eru,ẹrù,ẹrù
burdening,ẹrù,ẹrù,ẹrù
burdens,ẹrù,ẹrù,ẹrù
can't stand,ko le duro,kò le dúró,kò le dúró
cancel,fagilee,fagilé,fagilé
cancelled,fagilee,fagilé,fagilé
cancelling,ifagile,ìfagilé,ìfagilé
cancels,fagilee,fagilé,fagilé
cancer,akàn,jẹjẹrẹ,jẹjẹrẹ
careless,aibikita,áìbìkítà,áìbìkítà
cashing in,gbigba owo wọle,gbígba owó wọlé,gbígba owó wọlé
casualty,ijamba,ìjàmbá,ìjàmbá
catastrophe,ajalu,àjálù,àjálù
catastrophic,ajalu,àjálù,àjálù
cautious,ṣọra,ṣọra,ṣọra
censor,ihamon,ìhámọ́,ìhámọ́
censored,ihamon,ìhámọ́,ìhámọ́
censors,censors,censors,censors
chagrin,ibanuje,gba agbára,gba agbára
chagrined,ibanuje,gba agbára,gba agbára
challenge,ipenija,ìpéníjà,ìpéníjà
chaos,Idarudapọ,ìdàrúdápọ̀,ìdàrúdápọ̀
chaotic,rudurudu,rúdurùdu,rúdurùdu
charged,gba agbara,gba agbára,gba agbára
charges,awọn idiyele,àwọn ìdíyelé,àwọn ìdíyelé
charmless,alailagbara,aláìlágbára,aláìlágbára
chastise,ibawi,ìbáwí,ìbáwí
chastised,fi ìyà jẹ,fi ìyà jẹ,fi ìyà jẹ
chastises,awọn ibawi,àwọn ìbáwí,àwọn ìbáwí
chastising,ibawi,ìbáwí,ìbáwí
cheat,iyanjẹ,ìyànjẹ,ìyànjẹ
cheated,tànjẹ,yànjẹ,yànjẹ
cheater,ẹlẹtan,ẹlẹ́tàn,ẹlẹ́tàn
cheaters,àwọn ẹlẹ́tàn,àwọn ẹlẹ́tàn,àwọn ẹlẹ́tàn
cheats,Iyanjẹ,Ìyànjẹ,Ìyànjẹ
cheerless,alainidunnu,aláìnídùnú,aláìnídùnú
childish,omode,ọmọdé,ọmọdé
chilling,gbigbọn,gbigbọn,gbigbọn
choke,pa,pa,pa
choked,gbungbun,pa,pa
chokes,chokes,pa,pa
choking,gbigbọn,pípa,pípa
clash,figagbaga,figagbaga,figagbaga
clouded,awọsanma,àwọsánmà,àwọsánmà
clueless,alainidi,àláìnídìí,àláìnídìí
cock,akukọ,àkùkọ,àkùkọ
cocksucker,akukọ,àkùkọ,àkùkọ
cocksuckers,cocksuckers,àkùkọ,àkùkọ
cocky,akotan,akotan,akotan
coerced,fi agbara mu,fi agbára mú,fi agbára mú
collapse,subu,ṣubú,ṣubú
collapsed,ṣubu,ṣubú,ṣubú
collapses,ṣubu,ṣubú,ṣubú
collapsing,kọlu,ìṣubú,ìṣubú
collide,kọlu,kọlù,kọlù
collides,collides,Kọlù,Kọlù
colliding,colliding,ìkọlù,ìkọlù
collision,ijamba,ìjàmbá,ìjàmbá
collisions,awọn ikọlu,àwọn ìkọlù,àwọn ìkọlù
colluding,ifowosowopo,ìfọwọ́sowọ́pọ̀,ìfọwọ́sowọ́pọ̀
combat,ija,ìjà,ìjà
combats,awọn ija,àwọn ìjà,àwọn ìjà
complacent,alaigbọran,aláìgbọràn,aláìgbọràn
complain,kerora,ẹ̀sùn,ẹ̀sùn
complained,rojọ,rojọ́,rojọ́
complains,nkùn,ẹ̀sùn,ẹ̀sùn
condemn,da lẹbi,dá lẹ́bi,dá lẹ́bi
condemnation,ìdálẹ́bi,ìdálẹ́bi,ìdálẹ́bi
condemned,da lẹbi,dá lẹ́bi,dá lẹ́bi
condemns,lẹbi,lẹbi,lẹbi
conflict,rogbodiyan,rògbòdìyàn,rògbòdìyàn
conflicting,ori gbarawọn,rògbòdìyàn,rògbòdìyàn
conflictive,ori gbarawọn,rògbòdìyàn,rògbòdìyàn
conflicts,rogbodiyan,rògbòdìyàn,rògbòdìyàn
confuse,dapo,dapo,dapo
confused,dapo,rújú,rújú
confusing,airoju,irújú,irújú
conspiracy,rikisi,rìkísí,rìkísí
constrained,rọ,rọ,rọ
contagion,itankale,ìtànkálẹ̀,ìtànkálẹ̀
contagions,àkóràn,àkóràn,àkóràn
contagious,tó leè ranni,tó leè ranni,tó leè ranni
contempt,ẹgan,ẹ̀gàn,ẹ̀gàn
contemptuous,ẹgan,ẹ̀gàn,ẹ̀gàn
contemptuously,ẹgan,ẹ̀gàn,ẹ̀gàn
contend,jà,díje,díje
contender,oludije,olùdíje,olùdíje
contending,ìjà,díje,díje
contentious,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
contestable,idije,ìdíje,ìdíje
controversial,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
controversially,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
cornered,igun,igun,igun
corpse,òkú,òkú,òkú
costly,leri,wọ́n,wọ́n
cover-up,da nkan bo,da nkan bò,da nkan bò
coward,ojo,ojo,ojo
cowardly,ojo,ojo,ojo
cramp,inira,ìnira,ìnira
crap,inira,ìnira,ìnira
crash,jamba,jàm̀bá,jàm̀bá
crazier,aṣiwere,aṣiwèrè,aṣiwèrè
craziest,craziest,aṣiwèrè,aṣiwèrè
crazy,aṣiwere,aṣiwèrè,aṣiwèrè
crestfallen,crestfallen,àìdùnnú,àìdùnnú
cried,sunkún,sunkún,sunkún
cries,igbe,igbe,igbe
crime,ilufin,ọ̀ràn,ọ̀ràn
criminal,odaran,ọ̀daràn,ọ̀daràn
criminals,ọdaràn,ọ̀daràn,ọ̀daràn
crisis,idaamu,ìrúkèrúdò,ìrúkèrúdò
critic,alariwisi,alárìíwísí,alárìíwísí
criticism,alariwisi,àríwísí,àríwísí
criticize,ṣofintoto,ṣọ̀fíǹtótó,ṣọ̀fíǹtótó
criticized,ti ṣofintoto,ti ṣọ̀fíǹtótó,ti ṣọ̀fíǹtótó
criticizes,ṣofintoto,ṣọ̀fíǹtótó,ṣọ̀fíǹtótó
criticizing,alariwisi,alariwisi,alariwisi
critics,alariwisi,alárìíwísí,alárìíwísí
cruel,ìka,ìkà,ìkà
cruelty,ìkà,ìkà,ìkà
crush,fifun pa,fífún pa,fífún pa
crushed,itemole,ìtẹ́mímọ̀,ìtẹ́mímọ̀
crushes,fọ,fọ́,fọ́
crushing,fifun pa,fífún pa,fífún pa
cry,kigbe,kígbe,kígbe
crying,ẹkún,ẹkún,ẹkún
cunt,obo,òbò,òbò
curse,eegun,èègún,èègún
cut,ge,gé,gé
cuts,gige,gígé,gígé
cutting,gige,gígé,gígé
cynic,ẹlẹmii,ẹlẹmii,ẹlẹmii
cynical,alakikanju,alákíkanjú,alákíkanjú
cynicism,alaigbagbọ,aláìgbàgbọ́,aláìgbàgbọ́
damage,bibajẹ,bíbàmí,bíbàmí
damages,awọn bibajẹ,àwọn bíbàmí,àwọn bíbàmí
damn,Gbaga,Gbaga,Gbaga
damned,eeyan,èèyàn,èèyàn
damnit,damnit,èèyàn,èèyàn
danger,Ijamba,ewu,ewu
darkest,dudu julọ,òkùnkùn,òkùnkùn
darkness,okunkun,òkùnkùn,òkùnkùn
dead,ti ku,ti kú,ti kú
deadlock,pipade,pípadà,pípadà
deafening,adití,adití,adití
death,iku,ikú,ikú
debt,gbese,gbèsè,gbèsè
deceit,ẹtan,ẹ̀tàn,ẹ̀tàn
deceitful,arekereke,àrékérekè,àrékérekè
deceive,tan,tàn,tàn
deceived,tan,tàn,tàn
deceives,n tannijẹ,tànjẹ,tànjẹ
deceiving,etan,ẹ̀tàn,ẹ̀tàn
deception,etan,ẹ̀tàn,ẹ̀tàn
defeated,ṣẹgun,ṣẹ́gun,ṣẹ́gun
defect,abawọn,àbàwọ́n,àbàwọ́n
defects,awọn abawọn,àwọn àbàwọ́n,àwọn àbàwọ́n
defenseless,ti ko ni aabo,ti kò ní ààbò,ti kò ní ààbò
defer,idaduro,ìdádúró,ìdádúró
deferring,idaduro,ìdádúró,ìdádúró
defiant,alaigbọran,aláìgbọràn,aláìgbọràn
deficit,aipe,àìpé,àìpé
degrade,irẹlẹ,ìrẹ̀lẹ̀,ìrẹ̀lẹ̀
degraded,abuku,àbùkù,àbùkù
degrades,awọn ibajẹ,àwọn ìbàjẹ́,àwọn ìbàjẹ́
dehumanize,aiṣedeede eniyan,àìsedédé ènìyàn,àìsedédé ènìyàn
dehumanized,dehumanized,àìsedédé ènìyàn,àìsedédé ènìyàn
dehumanizes,dehumanizes,àìsedédé ènìyàn,àìsedédé ènìyàn
dehumanizing,irẹwẹsi eniyan,ìrẹ̀wẹ̀sì ènìyàn,ìrẹ̀wẹ̀sì ènìyàn
deject,kọlu,ìbànújẹ́,ìbànújẹ́
dejected,aibanujẹ,ìbànújẹ́,ìbànújẹ́
dejecting,dejecting,ìbànújẹ́,ìbànújẹ́
dejects,dejects,ìbànújẹ́,ìbànújẹ́
delay,idaduro,ìdádúró,ìdádúró
delayed,leti,ìdádúró,ìdádúró
demand,eletan,béèrè,béèrè
demanded,ti beere,ti béèrè,ti béèrè
demanding,nbeere,ń béèrè,ń béèrè
demands,awọn ibeere,àwọn ìbéèrè,àwọn ìbéèrè
demonstration,ifihan,ìfihàn,ìfihàn
demoralized,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
denied,sẹ,sẹ,sẹ
denier,denier,onígbàgbọ́,onígbàgbọ́
deniers,awọn onigbagbọ,àwọn onígbàgbọ́,àwọn onígbàgbọ́
denies,sẹ,sẹ,sẹ
denounce,ibaniwi,ìbániwí,ìbániwí
denounces,awọn ibaniwi,àwọn ìbániwí,àwọn ìbániwí
deny,sẹ,ṣẹ́,ṣẹ́
denying,kiko,kíkọ̀,kíkọ̀
depressed,ibanujẹ,ìbànújẹ́,ìbànújẹ́
depressing,ibanujẹ,ìbànújẹ́,ìbànújẹ́
derail,derail,sáko,sáko
derailed,derailed,sáko,sáko
derails,derails,sáko,sáko
deride,ṣe yẹyẹ,ṣe yẹ̀yẹ́,ṣe yẹ̀yẹ́
derided,ṣẹ̀sín,ṣẹ̀sín,ṣẹ̀sín
derides,ẹlẹyà,ẹlẹ́yà,ẹlẹ́yà
deriding,ṣe yẹyẹ,ṣe yẹ̀yẹ́,ṣe yẹ̀yẹ́
derision,ẹgan,ẹ̀gàn,ẹ̀gàn
despair,ibanuje,ìbànújẹ́,ìbànújẹ́
despairing,ireti,ìrètí,ìrètí
despairs,ireti,ìrètí,ìrètí
desperate,alainireti,alainireti,alainireti
desperately,ogbon,ọgbọ́n,ọgbọ́n
despondent,aibanujẹ,àìbànújẹ́,àìbànújẹ́
destroy,run,run,run
destroyed,run,run,run
destroying,ìparun,ìparun,ìparun
destroys,ìparun,ìparun,ìparun
destruction,ìparun,ìparun,ìparun
destructive,apanirun,apanirun,apanirun
detached,ti ya sọtọ,já,já
detain,idaduro,ìdádúró,ìdádúró
detained,atimole,àtìmọ́lé,àtìmọ́lé
detention,atimọle,àtìmọ́lé,àtìmọ́lé
devastate,iparun,ìparun,ìparun
devastated,ti bajẹ,àtìmọ́lé,àtìmọ́lé
devastating,apanirun,apanirun,apanirun
dick,dick,okó,okó
dickhead,dickhead,orí okó,orí okó
die,kú,kú,kú
died,ku,kú,kú
difficult,nira,nira,nira
diffident,iyatọ,ìyàtọ̀,ìyàtọ̀
dilemma,idaamu,ìdààmú,ìdààmú
dipshit,dipshit,ẹ̀gbin,ẹ̀gbin
dire,dire,ṣe ìkìlọ̀,ṣe ìkìlọ̀
direful,adari,adarí,adarí
dirt,idoti,ìdọ̀tí,ìdọ̀tí
dirtier,idọti,ìdọ̀tí,ìdọ̀tí
dirtiest,idọti julọ,ìdọ̀tí jùlọ,ìdọ̀tí jùlọ
dirty,idọti,ìdọ̀tí,ìdọ̀tí
disabling,disabling,àìnáǹfàní,àìnáǹfàní
disadvantage,alailanfani,aláìláǹfàní,aláìláǹfàní
disadvantaged,alailanfani,aláìláǹfàní,aláìláǹfàní
disappear,farasin,farasin,farasin
disappeared,nù,nù,nù
disappears,farasin,farasin,farasin
disappoint,jakulẹ,jákulẹ̀,jákulẹ̀
disappointed,banuje,banújẹ́,banújẹ́
disappointing,itiniloju,ìtìlójú,ìtìlójú
disappointment,oriyin,ìjákulẹ̀,ìjákulẹ̀
disappointments,awọn ibanujẹ,ìjákulẹ̀,ìjákulẹ̀
disappoints,ibanuje,ìjákulẹ̀,ìjákulẹ̀
disaster,ajalu,àjálù,àjálù
disasters,ajalu,àjálù,àjálù
disastrous,ajalu,àjálù,àjálù
disbelieve,aigbagbọ,àìgbàgbọ́,àìgbàgbọ́
discard,danu,dànù,dànù
discarded,asonu,asọnù,asọnù
discarding,yiyọ,yíyọ,yíyọ
discards,danu,dànù,dànù
disconsolate,yọ kuro,yọ kúrò,yọ kúrò
disconsolation,aibanujẹ,àìbànújẹ́,àìbànújẹ́
discontented,alainitotan,aláìnítẹ̀lọ́rùn,aláìnítẹ̀lọ́rùn
discord,iyapa,ìyapa,ìyapa
discounted,ẹdinwo,ẹ̀dínwó,ẹ̀dínwó
discouraged,ailera,àìlera,àìlera
discredited,aiṣedeede,àìsedédé,àìsedédé
disdain,kẹgàn,kẹgàn,kẹgàn
disgrace,itiju,ìtìjú,ìtìjú
disgraced,itiju,ìtìjú,ìtìjú
disguise,paarọ,díbọ́n,díbọ́n
disguised,para,díbọ́n,díbọ́n
disguises,disguises,díbọ́n,díbọ́n
disguising,disguising,dídíbọ́n,dídíbọ́n
disgust,ìríra,ìríra,ìríra
disgusted,ìríra,ìríra,ìríra
disgusting,ìríra,ìríra,ìríra
disheartened,aibanujẹ,ìbìnújẹ́,ìbìnújẹ́
dishonest,alaisododo,aláìṣòdodo,aláìṣòdodo
disillusioned,ibanuje,ìbànújẹ́,ìbànújẹ́
disinclined,alaigbọran,aláìgbọràn,aláìgbọràn
disjointed,disjointed,àìlétò,àìlétò
dislike,korira,kórìíra,kórìíra
dismal,dismal,ìbanilọ́kànjẹ́,ìbanilọ́kànjẹ́
dismayed,aibanujẹ,ìbànújẹ́,ìbànújẹ́
disorder,rudurudu,rúdurùdu,rúdurùdu
disorganized,disorganized,àìlétò,àìlétò
disoriented,disoriented,àìmọ ohun tó kàn,àìmọ ohun tó kàn
disparage,disparage,aláìgbọràn,aláìgbọràn
disparaged,alaigbọran,aláìgbọràn,aláìgbọràn
disparages,disparages,aláìgbọràn,aláìgbọràn
disparaging,disparaging,aláìgbọràn,aláìgbọràn
displeased,binu,bínú,bínú
dispute,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
disputed,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
disputes,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
disputing,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
disqualified,iwakọ,iwakọ,iwakọ
disquiet,aibanujẹ,yọ kúrú,yọ kúrú
disregard,aibikita,áìbìkítà,áìbìkítà
disregarded,aibikita,áìbìkítà,áìbìkítà
disregarding,aibikita,áìbìkítà,áìbìkítà
disregards,aibikita,áìbìkítà,áìbìkítà
disrespect,aibọwọ,àìbọ̀wọ̀,àìbọ̀wọ̀
disrespected,alaibọwọ,aíníbọ̀wọ̀,aíníbọ̀wọ̀
disruption,idalọwọduro,ìdálọ́wọ́dúró,ìdálọ́wọ́dúró
disruptions,idalọwọduro,ìdálọ́wọ́dúró,ìdálọ́wọ́dúró
disruptive,idalọwọduro,ìdálọ́wọ́dúró,ìdálọ́wọ́dúró
dissatisfied,alainitelorun,aláìnítẹ̀lọ́rùn,aláìnítẹ̀lọ́rùn
distort,daru,dàrú,dàrú
distorted,daru,dàrú,dàrú
distorting,yiyọ,yíyọ,yíyọ
distorts,distorts,yíyọ,yíyọ
distract,distract,dí lọ́wọ́,dí lọ́wọ́
distracted,ni idamu,dí lọ́wọ́,dí lọ́wọ́
distraction,idiwọ,ìdíwọ́,ìdíwọ́
distracts,distracts,dí lọ́wọ́,dí lọ́wọ́
distress,ipọnju,ìpọ́njú,ìpọ́njú
distressed,ipọnju,ìpọ́njú,ìpọ́njú
distresses,awọn ipọnju,àwọn ìpọ́njú,àwọn ìpọ́njú
distressing,ipọnju,ìpọ́njú,ìpọ́njú
distrust,igbekele,àìnígbẹ́kẹ̀lé,àìnígbẹ́kẹ̀lé
distrustful,aigbagbọ,àìnígbẹ́kẹ̀lé,àìnígbẹ́kẹ̀lé
disturb,disturb,dí lọ́wọ́,dí lọ́wọ́
disturbed,dojuru,dojúrú,dojúrú
disturbing,idamu,ìdààmú,ìdààmú
disturbs,disturbs,ìdààmú,ìdààmú
dithering,dithering,wá rìrì,wá rìrì
dizzy,dizzy,òòyì,òòyì
dodging,sa,sá,sá
dodgy,alakikanju,àìnì òótọ́,àìnì òótọ́
does not work,ko ṣiṣẹ,kò ṣiṣẹ́,kò ṣiṣẹ́
dolorous,dolorous,ìbànújẹ́,ìbànújẹ́
dont like,ko fẹran,kò fẹ́ràn,kò fẹ́ràn
doom,ìparun,ìparun,ìparun
doomed,ijakule,ìjákulẹ̀,ìjákulẹ̀
doubt,iyemeji,iyèméjì,iyèméjì
doubted,iyemeji,iyèméjì,iyèméjì
doubtful,iyemeji,iyèméjì,iyèméjì
doubting,ṣiyemeji,ṣiyèméjì,ṣiyèméjì
doubts,iyemeji,iyèméjì,iyèméjì
douche,douche,oní ìgbéraga,oní ìgbéraga
douchebag,douchebag,oní ìgbéraga,oní ìgbéraga
downcast,irẹlẹ,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
downhearted,onirẹlẹ ọkan,onírẹ̀lẹ̀ ọkàn,onírẹ̀lẹ̀ ọkàn
downside,ẹgbẹ,ẹgbẹ́,ẹgbẹ́
drag,fa,fà,fà
dragged,fa,fà,fà
drags,fa,fà,fà
drained,drained,fún gbẹ,fún gbẹ
dread,ibẹru,ìbẹ̀rù,ìbẹ̀rù
